Source Type,Distribution,Amount
inflow,1Normal,-2910.103842510618
inflow,1Normal,-2050.0400610186384
inflow,1Normal,-1473.3349897451326
inflow,1Normal,-519.0067750112206
inflow,1Normal,-363.50653065374274
inflow,1Normal,-313.0828878343898
outflow,1Cauchy,-18.352807277270493
outflow,1Cauchy,-15.271666435678833
outflow,1Cauchy,-11.63051424452704
outflow,1Cauchy,-10.688729872146052
outflow,1Cauchy,-10.217936248251089
outflow,1Cauchy,-9.981420549952569
outflow,1Cauchy,-8.351369703710997
outflow,1Cauchy,-6.081024005087269
outflow,1Cauchy,-5784.945921481289
inflow,1Normal,-1258.0725891106
inflow,1Normal,-845.3478445686645
inflow,1Normal,-251.5336632021967
outflow,2Poisson,-170
outflow,1Cauchy,-15.934396438175504
outflow,1Cauchy,-12.628802724989534
outflow,1Cauchy,-12.053532087315535
outflow,1Cauchy,-11.258111560079938
outflow,1Cauchy,-10.398963034910157
outflow,1Cauchy,-9.605640287145139
outflow,1Cauchy,-9.143937034267156
outflow,1Cauchy,-2.532602737410798
inflow,1Normal,-2115.4012587444713
inflow,1Normal,-2059.633378660026
inflow,1Normal,-845.6679141229525
inflow,1Normal,-392.9438596977402
outflow,2Poisson,-170
outflow,1Cauchy,-32.26340173477668
outflow,1Cauchy,-20.12848967584611
outflow,1Cauchy,-16.967303374817828
outflow,1Cauchy,-13.317723314920773
outflow,1Cauchy,-12.3841818619492
outflow,1Cauchy,-10.09425078880828
outflow,1Cauchy,-9.55746233589071
outflow,1Cauchy,-7.504723002080085
outflow,1Cauchy,-7.202556942300982
outflow,1Cauchy,-19038.367465768653
inflow,1Normal,-658.7715115387738
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-59.65953642164248
outflow,1Cauchy,-39.96134014730025
outflow,1Cauchy,-13.388373096264669
outflow,1Cauchy,-12.492793587775857
outflow,1Cauchy,-8.704204617156792
outflow,1Cauchy,-7.866772654927701
outflow,1Cauchy,-7.069827777541911
outflow,1Cauchy,-5.7547615343093454
inflow,1Normal,-1707.8502380925158
inflow,1Normal,-1661.3875889304288
inflow,1Normal,-486.46447131688575
inflow,1Normal,-448.86583381205867
outflow,2Poisson,-170
outflow,1Cauchy,-19.913264043292283
outflow,1Cauchy,-12.388434706249537
outflow,1Cauchy,-10.084422692478062
outflow,1Cauchy,-9.65799487946554
outflow,1Cauchy,-9.37332583299954
outflow,1Cauchy,-8.908270490366284
outflow,1Cauchy,-8.612875244239984
outflow,1Cauchy,-7.115193465776281
outflow,1Cauchy,-5.649202061799446
inflow,1Normal,-1665.2519961858268
inflow,1Normal,-1521.8855492504758
inflow,1Normal,-1450.9147441976052
inflow,1Normal,-845.9811970727692
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-18.703354767777064
outflow,1Cauchy,-11.976663004705884
outflow,1Cauchy,-10.158063014996655
outflow,1Cauchy,-9.962546747181543
outflow,1Cauchy,-8.908634407093201
outflow,1Cauchy,-8.803271073527139
outflow,1Cauchy,-8.678517775271091
outflow,1Cauchy,-5.2473970573898985
inflow,1Normal,-3139.187723430701
inflow,1Normal,-1381.127800056192
inflow,1Normal,-783.235163560801
inflow,1Normal,-520.4896780226139
inflow,1Normal,-470.0756616782122
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.922946938853936
outflow,1Cauchy,-15.620734602145088
outflow,1Cauchy,-14.49292367574406
outflow,1Cauchy,-8.657384035590923
outflow,1Cauchy,-7.126645421261316
outflow,1Cauchy,-4.9084808379471845
inflow,1Normal,-1674.7875353520608
inflow,1Normal,-1607.165067029194
inflow,1Normal,-802.3740338403162
inflow,1Normal,-797.8582213097351
inflow,1Normal,-414.9474600193475
outflow,2Poisson,-340
inflow,1Normal,-333.62223074332394
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-54.16265153818899
outflow,1Cauchy,-17.038289936245846
outflow,1Cauchy,-12.415779333745292
outflow,1Cauchy,-10.131406856477513
outflow,1Cauchy,-7.884851209738662
outflow,1Cauchy,-7.341170009924578
outflow,1Cauchy,-5.711915850025828
outflow,1Cauchy,-2.8076484584621895
outflow,1Cauchy,-2.4790043932882835
inflow,1Normal,-2256.8649029033386
inflow,1Normal,-1952.2258974198792
inflow,1Normal,-995.8064746944494
inflow,1Normal,-511.7965398777095
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.761333899991131
outflow,1Cauchy,-10.708095498944333
outflow,1Cauchy,-10.207796294334976
outflow,1Cauchy,-7.977571036017244
outflow,1Cauchy,-6.8917636631235855
outflow,1Cauchy,-6.551424372940785
outflow,1Cauchy,-6.3078561562116535
outflow,1Cauchy,-4.41672838555887
inflow,1Normal,-2038.9825477226452
inflow,1Normal,-1068.82438711507
inflow,1Normal,-707.9095979284104
inflow,1Normal,-197.59398356052776
outflow,1Cauchy,-17.780606922007262
outflow,1Cauchy,-16.57995394605534
outflow,1Cauchy,-13.785780521625883
outflow,1Cauchy,-13.61682007380407
outflow,1Cauchy,-10.631797966499004
outflow,1Cauchy,-10.30361232267565
outflow,1Cauchy,-9.856734732076994
outflow,1Cauchy,-9.831362610756202
outflow,1Cauchy,-9.48882691918512
inflow,1Normal,-2965.6068463631186
inflow,1Normal,-2103.3145796951176
inflow,1Normal,-1997.979458468096
inflow,1Normal,-897.4692469352462
inflow,1Normal,-443.2521613157029
outflow,2Poisson,-170
outflow,1Cauchy,-17.27545862751479
outflow,1Cauchy,-15.770939817640828
outflow,1Cauchy,-13.199940534681495
outflow,1Cauchy,-9.644673807351541
outflow,1Cauchy,-9.61123625328898
outflow,1Cauchy,-9.237504137691932
outflow,1Cauchy,-7.436421773089897
outflow,1Cauchy,-2.6739679573598654
inflow,1Normal,-1461.8417973398443
inflow,1Normal,-1256.8933849757818
inflow,1Normal,-1078.4748247823952
inflow,1Normal,-292.20478413684106
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-153.699436868704
outflow,1Cauchy,-29.365038310564078
outflow,1Cauchy,-14.636125077627412
outflow,1Cauchy,-11.384936731872076
outflow,1Cauchy,-10.000883495830944
outflow,1Cauchy,-9.445355606799987
outflow,1Cauchy,-9.311719494305677
outflow,1Cauchy,-8.730490371274822
outflow,1Cauchy,-8.409587402169393
inflow,1Normal,-4039.6840683912906
inflow,1Normal,-3212.8953738483788
inflow,1Normal,-668.9816090792327
inflow,1Normal,-214.75551257170835
inflow,1Normal,-209.98799127579952
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-15.851568408106713
outflow,1Cauchy,-12.926305765779372
outflow,1Cauchy,-12.702601230213926
outflow,1Cauchy,-12.47473337477851
outflow,1Cauchy,-10.73297379788607
outflow,1Cauchy,-10.533652641308318
outflow,1Cauchy,-10.077467564916743
outflow,1Cauchy,-6.3163698081552795
outflow,1Cauchy,-3.555176389715103
inflow,1Normal,-2036.721628655335
inflow,1Normal,-1928.1197364889722
inflow,1Normal,-1825.9242799049894
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.353513655444898
outflow,1Cauchy,-11.483070683277147
outflow,1Cauchy,-11.476266683657439
outflow,1Cauchy,-10.529592799736172
outflow,1Cauchy,-9.774332178539575
outflow,1Cauchy,-9.691627978923997
outflow,1Cauchy,-9.075655978029268
outflow,1Cauchy,-7.937427605368033
outflow,1Cauchy,-5.50571810176451
inflow,1Normal,-2050.0478003861276
inflow,1Normal,-1776.7738438995962
inflow,1Normal,-629.2239889372382
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-92.01304433947612
outflow,1Cauchy,-25.781640016322633
outflow,1Cauchy,-13.843893795625998
outflow,1Cauchy,-11.822608012161018
outflow,1Cauchy,-10.495163592832462
outflow,1Cauchy,-10.151076238254676
outflow,1Cauchy,-10.096713325247395
outflow,1Cauchy,-9.649652947201675
outflow,1Cauchy,-4.9478003049358055
outflow,1Cauchy,-2.2080203713487405
inflow,1Normal,-2030.0809808363133
inflow,1Normal,-1845.9429802907628
inflow,1Normal,-1594.7141751992092
inflow,1Normal,-616.8972888712179
inflow,1Normal,-470.3848685555318
outflow,1Cauchy,-211.77215528889084
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-38.20251654215152
outflow,1Cauchy,-14.225710994961679
outflow,1Cauchy,-11.563898847425255
outflow,1Cauchy,-10.776046158081707
outflow,1Cauchy,-9.986505337185282
outflow,1Cauchy,-9.154078353929284
outflow,1Cauchy,-8.690327341248906
outflow,1Cauchy,-8.377796676008433
outflow,1Cauchy,-8.075511818057098
inflow,1Normal,-2411.6332738502
inflow,1Normal,-1457.2048610906681
inflow,1Normal,-1368.7501441802656
inflow,1Normal,-702.2348406312198
inflow,1Normal,-674.2579967842765
outflow,1Cauchy,-12.219468542168444
outflow,1Cauchy,-11.264449026008977
outflow,1Cauchy,-10.725652170561572
outflow,1Cauchy,-9.47878045292884
outflow,1Cauchy,-8.3839119223763
outflow,1Cauchy,-7.536974996658142
outflow,1Cauchy,-2.5973703437231546
inflow,1Normal,-2339.317726795222
inflow,1Normal,-1072.6803627673291
inflow,1Normal,-893.0359698502716
inflow,1Normal,-856.3624184552768
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-13.006594732336342
outflow,1Cauchy,-11.100374589352532
outflow,1Cauchy,-11.036155263695214
outflow,1Cauchy,-10.239186307842633
outflow,1Cauchy,-9.706044479607987
outflow,1Cauchy,-9.27722570799633
outflow,1Cauchy,-7.943049012983947
outflow,1Cauchy,-1.2126263609974046
inflow,1Normal,-1774.4277257387744
inflow,1Normal,-1014.0031831583173
inflow,1Normal,-763.2402982076933
inflow,1Normal,-365.80653106511033
inflow,1Normal,-224.0715236420897
outflow,2Poisson,-170
outflow,1Cauchy,-14.574818744305233
outflow,1Cauchy,-11.860021386664666
outflow,1Cauchy,-10.627924389731973
outflow,1Cauchy,-10.400484370238686
outflow,1Cauchy,-10.183514376488663
outflow,1Cauchy,-9.186646010326568
outflow,1Cauchy,-8.947201701990435
outflow,1Cauchy,-3.3542102341478977
outflow,1Cauchy,-2.8999008507665502
inflow,1Normal,-2106.008000630494
inflow,1Normal,-1733.967997414196
inflow,1Normal,-863.4944738997212
inflow,1Normal,-535.5029391021834
outflow,2Poisson,-340
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-157.34866320650804
outflow,1Cauchy,-32.564649171473846
outflow,1Cauchy,-12.732380688041625
outflow,1Cauchy,-11.848240024507131
outflow,1Cauchy,-11.689246719329029
outflow,1Cauchy,-10.487538780130006
outflow,1Cauchy,-10.27134046717234
outflow,1Cauchy,-9.680752176959803
outflow,1Cauchy,-9.573977062479946
outflow,1Cauchy,-9.321776522937242
inflow,1Normal,-1543.446743558341
inflow,1Normal,-1458.9512056592682
inflow,1Normal,-1405.6334105842768
outflow,2Poisson,-340
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-12.997347047717103
outflow,1Cauchy,-11.57854276478598
outflow,1Cauchy,-10.963524002334363
outflow,1Cauchy,-10.81178666241795
outflow,1Cauchy,-10.475207026470391
outflow,1Cauchy,-10.096620909817235
outflow,1Cauchy,-9.509928100921341
outflow,1Cauchy,-9.41951803314524
outflow,1Cauchy,-7.939407986524223
inflow,1Normal,-2662.1479129993404
inflow,1Normal,-1186.3459874250034
inflow,1Normal,-789.8520501230333
outflow,2Poisson,-170
outflow,2Poisson,-170
inflow,1Normal,-106.11239916328721
outflow,1Cauchy,-15.857030467568512
outflow,1Cauchy,-11.772114305404491
outflow,1Cauchy,-11.404936485919748
outflow,1Cauchy,-10.795858105704365
outflow,1Cauchy,-9.924312622811595
outflow,1Cauchy,-9.5586647179153
outflow,1Cauchy,-9.552518603787128
outflow,1Cauchy,-7.274773050620755
inflow,1Normal,-1498.629617666074
inflow,1Normal,-608.0695377044726
inflow,1Normal,-582.1982325361492
inflow,1Normal,-302.6736346165428
inflow,1Normal,-255.8762461440395
outflow,2Poisson,-170
outflow,2Poisson,-170
outflow,1Cauchy,-18.74438494004564
outflow,1Cauchy,-11.815301525369057
outflow,1Cauchy,-11.490291821226444
outflow,1Cauchy,-10.271178249628903
outflow,1Cauchy,-8.848557817761128
outflow,1Cauchy,-8.128127220941867
